用户ID,用户姓名,商品ID,商品名称,商品类别,单价,购买时间,购买数量,消费金额,用户城市,用户性别,用户年龄
U5939,钱泽,P71207,时尚杂志,书籍,626.31,2024-05-16 04:35:15,3,1878.93,重庆,女,18
U7603,史武河,P80818,洗发水,美妆,611.68,2024-08-17 02:35:18,1,611.68,天津,女,32
U1510,管建松,P88788,跳绳,运动,671.15,2024-01-03 11:56:44,2,1342.3,武汉,女,62
U2288,霍壮冠,P32738,充电宝,电子产品,9990.45,2024-07-26 10:45:54,5,49952.25,北京,女,38
U6281,阮保河,P16019,卫衣,服装,72.39,2024-03-11 04:31:45,2,144.78,苏州,女,60
U6489,黄力,P96962,芭比娃娃,玩具,123.95,2024-01-28 01:39:21,4,495.8,西安,女,46
U7625,鲁波天,P42664,智能手机,电子产品,8707.81,2024-11-29 13:56:32,4,34831.24,苏州,男,30
U7895,屈伯飞,P32630,历史书籍,书籍,523.23,2024-12-18 14:57:49,2,1046.46,南京,女,35
U4799,左朋,P47429,哑铃,运动,81.34,2024-03-13 12:51:30,3,244.02,天津,女,56
U3483,奚盛,P75969,桌游,玩具,311.96,2024-01-28 21:03:22,1,311.96,上海,女,21
U6603,冯彬震,P77018,夹克,服装,233.9,2024-09-03 05:17:17,5,1169.5,重庆,男,18
U6355,葛友晨,P55577,跳绳,运动,214.24,2024-02-22 09:07:28,4,856.96,武汉,男,61
U1843,宣冠鹏,P55209,化妆刷套装,美妆,656.76,2024-10-13 03:19:10,5,3283.8,武汉,女,61
U3423,梁伦鹏,P26796,台灯,家居,4492.38,2024-04-20 23:11:48,2,8984.76,成都,女,18
U6872,和固风,P30596,办公椅,家居,3090.32,2024-08-28 11:38:20,2,6180.64,武汉,男,59
U1497,苏奇伟,P16133,T恤,服装,245.45,2024-10-24 13:24:50,2,490.9,苏州,女,19
U3610,酆先榕,P64081,智能手机,电子产品,5809.05,2024-08-27 21:10:56,5,29045.25,杭州,女,26
U5553,齐谦若,P83253,四件套,家居,3702.18,2024-03-14 18:28:54,2,7404.36,北京,男,35
U4739,宣山晨,P73741,显示器,电子产品,5628.31,2024-01-21 05:26:11,5,28141.55,成都,男,34
U7807,管峰,P48278,洗发水,美妆,811.69,2024-01-07 13:40:49,4,3246.76,南京,女,49
U4525,卫涛辉,P49606,笔记本电脑,电子产品,4002.91,2024-01-22 12:48:16,4,16011.64,武汉,男,34
U4231,傅军庆,P92465,篮球,运动,107.7,2024-11-19 10:06:58,5,538.5,重庆,男,34
U8037,姜行永,P51332,餐桌,家居,728.83,2024-09-15 19:39:53,3,2186.49,武汉,女,49
U3903,季克雄,P77505,时尚杂志,书籍,353.81,2024-09-20 11:10:13,5,1769.05,武汉,男,47
U9274,柏庆之,P45610,跳绳,运动,96.87,2024-09-04 11:49:54,2,193.74,重庆,女,29
U3696,蒋武,P84741,漫画,书籍,497.94,2024-02-28 20:35:27,4,1991.76,南京,男,27
U1390,费泰超,P52565,智能手机,电子产品,8798.08,2024-12-30 22:47:15,4,35192.32,南京,女,60
U2067,左榕武,P28442,充电宝,电子产品,4631.35,2024-04-17 00:23:40,3,13894.05,杭州,女,38
U1113,丁发伯,P53921,芭比娃娃,玩具,338.14,2024-11-07 13:24:02,3,1014.42,重庆,男,58
U9376,张星昌,P70224,T恤,服装,605.26,2024-06-16 08:09:46,3,1815.78,广州,男,38
U6818,褚辰炎,P76050,面霜,美妆,510.13,2024-09-16 03:43:09,2,1020.26,成都,男,19
U7517,孙民,P11225,沙发,家居,138.04,2024-09-04 06:25:31,3,414.12,广州,女,42
U3803,邓义旭,P99903,餐桌,家居,4058.36,2024-11-22 08:38:34,4,16233.44,天津,女,55
U5538,贾良栋,P44968,牛仔裤,服装,235.69,2024-10-19 15:20:03,2,471.38,深圳,女,64
U2545,禹雄,P51662,人物传记,书籍,849.51,2024-05-04 17:16:42,3,2548.53,北京,女,43
U7456,雷炎全,P77175,拼图,玩具,977.93,2024-02-24 09:37:30,4,3911.72,杭州,男,48
U4423,成言国,P69381,四件套,家居,3336.34,2024-02-06 01:14:48,3,10009.02,重庆,男,52
U3882,张建友,P37859,跳绳,运动,828.54,2024-05-07 06:42:37,1,828.54,上海,男,40
U5622,湛福平,P46215,四件套,家居,2681.66,2024-04-26 17:14:00,3,8044.98,杭州,男,19
U1124,谢义坚,P33281,羽毛球拍,运动,333.82,2024-02-16 14:41:02,5,1669.1,杭州,男,62
U4321,莫先光,P93906,洗发水,美妆,695.44,2024-09-14 01:17:38,5,3477.2,上海,女,62
U2436,郝祥,P49363,智能手表,电子产品,4024.84,2024-08-24 00:46:24,4,16099.36,广州,男,43
U9263,单轮良,P35794,变形金刚,玩具,937.92,2024-06-09 07:40:31,4,3751.68,南京,男,52
U2020,宣生河,P65178,心理学,书籍,481.76,2024-01-31 09:27:43,3,1445.28,天津,男,29
U2033,单岩,P49139,历史书籍,书籍,827.21,2024-12-09 09:22:46,4,3308.84,西安,男,33
U6533,祝武全,P54063,口红,美妆,763.83,2024-09-14 23:54:45,1,763.83,苏州,女,63
U8408,岑勇星,P96820,笔记本电脑,电子产品,2001.16,2024-10-18 16:08:21,5,10005.8,西安,男,48
U4503,奚有毅,P42099,显示器,电子产品,5689.39,2024-07-27 00:01:35,1,5689.39,苏州,男,25
U2643,杜力,P60746,蓝牙耳机,电子产品,6282.82,2024-09-05 06:05:16,4,25131.28,广州,男,43
U1368,顾俊贵,P49660,漫画,书籍,803.01,2024-01-14 03:58:01,2,1606.02,苏州,女,52
U5348,孔朗清,P55684,羽绒服,服装,52.98,2024-12-01 09:35:12,5,264.9,上海,男,28
U3900,谈先,P19319,粉底液,美妆,181.92,2024-07-03 14:18:00,4,727.68,苏州,男,18
U9160,季安浩,P14468,变形金刚,玩具,612.55,2024-10-29 04:44:45,3,1837.65,杭州,男,60
U4973,于有宁,P77300,跑步鞋,运动,768.98,2024-11-30 12:30:47,4,3075.92,苏州,男,48
U2400,钟泽兴,P41760,智能手机,电子产品,5113.54,2024-12-14 13:21:21,4,20454.16,北京,女,55
U6330,舒东,P26019,乐高积木,玩具,20.87,2024-01-22 02:56:06,5,104.35,重庆,男,27
U6666,樊发胜,P47403,时尚杂志,书籍,213.57,2024-09-14 05:23:38,2,427.14,上海,女,37
U7115,应安,P97363,漫画,书籍,174.28,2024-12-07 01:13:57,2,348.56,杭州,女,43
U8541,郭会磊,P86246,充电宝,电子产品,4488.4,2024-01-08 18:25:26,3,13465.2,成都,男,22
U6411,经仁之,P76696,粉底液,美妆,878.8,2024-10-06 08:44:43,3,2636.4,广州,女,61
U4505,秦发志,P14705,哑铃,运动,630.12,2024-03-24 10:35:39,5,3150.6,重庆,女,50
U2723,杭民时,P77414,人物传记,书籍,333.78,2024-06-25 20:59:36,2,667.56,广州,男,44
U8469,倪星辰,P32984,技术教材,书籍,594.28,2024-04-30 17:30:55,4,2377.12,重庆,女,35
U5932,钱功勇,P38568,口红,美妆,67.15,2024-11-16 22:19:37,3,201.45,深圳,男,47
U2670,祝以,P38339,乐高积木,玩具,45.09,2024-01-04 04:36:50,5,225.45,上海,男,50
U9495,杭杰超,P50940,抱枕,家居,4058.9,2024-08-14 07:51:33,3,12176.7,广州,女,50
U3059,骆以树,P67320,平板电脑,电子产品,9997.9,2024-10-20 13:18:51,2,19995.8,北京,女,61
U3349,邱军庆,P18322,遥控车,玩具,818.31,2024-06-16 23:19:55,1,818.31,重庆,男,31
U5088,李飞杰,P82503,化妆刷套装,美妆,919.68,2024-11-18 18:32:42,4,3678.72,成都,女,60
U9308,吴勇轮,P77635,漫画,书籍,471.11,2024-01-08 07:53:30,1,471.11,深圳,男,18
U7908,吴启,P88108,牛仔裤,服装,612.62,2024-12-04 01:38:52,2,1225.24,苏州,女,29
U3131,魏辰贵,P77356,化妆刷套装,美妆,896.64,2024-12-13 15:41:44,1,896.64,苏州,男,59
U4948,平震,P81113,瑜伽垫,运动,513.06,2024-10-15 04:40:35,3,1539.18,深圳,男,60
U5758,黄俊,P49123,桌游,玩具,722.78,2024-12-30 15:40:55,3,2168.34,武汉,女,44
U9245,樊民德,P93410,卫衣,服装,810.73,2024-02-26 23:56:04,3,2432.19,重庆,男,22
U5838,左江安,P32464,台灯,家居,2276.85,2024-07-31 11:18:17,3,6830.55,广州,男,39
U5968,元朗梁,P64855,T恤,服装,978.39,2024-11-30 17:30:31,1,978.39,苏州,女,53
U6035,屈启,P75149,毛绒玩具,玩具,462.19,2024-02-01 11:46:28,3,1386.57,天津,女,53
U6395,管以,P75835,洗发水,美妆,721.36,2024-10-12 20:48:22,1,721.36,武汉,女,36
U7581,路炎,P73633,台灯,家居,2673.31,2024-02-15 13:56:59,5,13366.55,深圳,男,44
U9779,卞永,P83676,餐桌,家居,4734.57,2024-04-23 19:13:57,4,18938.28,武汉,女,35
U7232,夏有河,P41443,显示器,电子产品,2873.2,2024-09-30 23:19:32,4,11492.8,北京,男,58
U7675,龚良子,P13138,毛绒玩具,玩具,785.9,2024-01-16 01:02:35,2,1571.8,重庆,女,61
U1066,田策胜,P82776,粉底液,美妆,25.97,2024-11-15 16:20:59,1,25.97,天津,女,52
U3878,万鹏固,P43881,桌游,玩具,423.43,2024-07-07 15:16:20,5,2117.15,上海,男,33
U3960,许弘,P50503,羽毛球拍,运动,522.26,2024-04-03 02:03:11,2,1044.52,南京,女,30
U4488,霍航盛,P42163,人物传记,书籍,438.6,2024-09-07 12:08:30,1,438.6,南京,男,51
U7715,金泰,P94428,心理学,书籍,711.23,2024-11-17 03:41:48,5,3556.15,成都,女,18
U4973,伍功轮,P58180,瑜伽垫,运动,724.92,2024-11-24 01:38:38,3,2174.76,杭州,男,31
U2748,贾翰维,P21655,显示器,电子产品,4757.64,2024-12-17 17:14:21,1,4757.64,天津,男,46
U2215,宗平坚,P25276,智能手表,电子产品,2797.67,2024-04-19 05:36:29,2,5595.34,北京,女,27
U3294,项志,P94417,面霜,美妆,538.43,2024-04-29 07:53:06,1,538.43,北京,女,35
U4874,颜士杰,P47084,防晒霜,美妆,582.18,2024-04-09 06:46:19,5,2910.9,南京,女,52
U4595,昌博,P98990,乐高积木,玩具,518.78,2024-02-14 14:20:36,1,518.78,成都,男,63
U3372,解时,P51997,四件套,家居,4017.53,2024-08-29 08:33:04,2,8035.06,广州,女,32
U3821,沈振奇,P30240,羽毛球拍,运动,674.95,2024-10-28 06:13:13,1,674.95,成都,女,53
U8767,吉志豪,P21158,科幻小说,书籍,403.77,2024-03-09 11:49:15,2,807.54,苏州,男,57
U2747,魏武,P46859,拼图,玩具,943.09,2024-09-29 23:05:59,3,2829.27,广州,女,37
U4196,邬之泰,P17489,香水,美妆,953.1,2024-01-30 06:03:41,3,2859.3,重庆,女,50
U2992,钟河,P26769,充电宝,电子产品,7950.47,2024-02-04 08:57:08,2,15900.94,天津,男,24
U9850,宋时彬,P19686,抱枕,家居,1223.95,2024-08-17 09:23:06,4,4895.8,天津,女,46
U3495,许航航,P66299,山地车,运动,70.56,2024-08-07 18:04:28,2,141.12,上海,女,41
U8718,邬星,P65763,四件套,家居,3870.04,2024-05-20 14:04:24,1,3870.04,南京,女,62
U7336,薛群朗,P91294,四件套,家居,386.4,2024-08-29 06:19:36,2,772.8,北京,男,59
U2399,毕有亨,P35825,遥控车,玩具,687.3,2024-02-25 22:48:25,2,1374.6,武汉,男,39
U2020,杜若岩,P50791,蓝牙耳机,电子产品,2008.19,2024-06-05 07:29:24,3,6024.57,苏州,女,25
U8650,史梁峰,P75584,智能手表,电子产品,6319.6,2024-07-16 23:43:09,1,6319.6,北京,男,54
U3223,宋浩,P34642,四件套,家居,765.79,2024-12-10 08:54:30,4,3063.16,武汉,女,28
U2842,危昌,P67870,粉底液,美妆,625.43,2024-10-25 09:13:52,2,1250.86,上海,男,22
U9360,经腾,P81848,粉底液,美妆,884.06,2024-08-22 04:18:59,4,3536.24,上海,女,51
U3366,陶辉康,P68611,山地车,运动,736.57,2024-12-20 02:57:48,2,1473.14,上海,男,45
U3685,包茂,P88087,抱枕,家居,2705.38,2024-06-10 08:05:02,5,13526.9,成都,男,54
U7686,元龙思,P65831,山地车,运动,99.34,2024-05-02 15:56:35,5,496.7,武汉,男,34
U7480,施奇鹏,P66898,心理学,书籍,698.45,2024-03-20 23:09:41,3,2095.35,成都,男,44
U3764,危民中,P39944,芭比娃娃,玩具,658.58,2024-12-23 11:35:21,2,1317.16,广州,男,31
U3630,贺楠,P62739,瑜伽垫,运动,265.6,2024-03-10 04:48:03,5,1328.0,武汉,女,25
U1650,卢彬江,P95381,充电宝,电子产品,8265.35,2024-04-19 23:04:21,4,33061.4,杭州,男,40
U4981,安进,P56144,跑步鞋,运动,793.54,2024-12-11 17:54:29,3,2380.62,南京,男,56
U1832,杜磊言,P13198,充电宝,电子产品,6593.03,2024-08-31 08:51:46,3,19779.09,苏州,女,20
U2847,马全江,P78988,遥控车,玩具,94.66,2024-10-31 19:57:49,5,473.3,南京,男,56
U7012,云安,P20286,四件套,家居,1014.78,2024-08-02 10:20:47,4,4059.12,上海,女,25
U4141,高峰力,P81489,毛绒玩具,玩具,961.41,2024-06-24 03:22:53,1,961.41,北京,女,50
U2468,时贵茂,P37273,充电宝,电子产品,9886.98,2024-05-30 21:47:21,2,19773.96,武汉,女,40
U9481,龚策,P13312,智能手表,电子产品,4244.04,2024-07-15 07:24:04,1,4244.04,杭州,男,27
U9023,郭明松,P79894,收纳盒,家居,1780.77,2024-12-24 00:36:20,3,5342.31,广州,女,46
U6476,吉俊强,P89360,山地车,运动,549.16,2024-04-06 10:43:51,5,2745.8,深圳,男,54
U5842,鲁中庆,P84529,乐高积木,玩具,976.12,2024-08-30 04:25:50,5,4880.6,苏州,女,37
U6004,茅善山,P88942,哑铃,运动,610.39,2024-06-10 11:30:15,2,1220.78,杭州,男,33
U1552,酆涛,P66456,毛绒玩具,玩具,232.57,2024-07-02 23:53:59,3,697.71,深圳,女,61
U8117,杭梁宁,P46334,羽毛球拍,运动,287.87,2024-01-07 18:18:56,5,1439.35,北京,女,26
U1508,杭浩,P39900,面霜,美妆,980.11,2024-01-29 23:52:43,5,4900.55,上海,男,37
U2615,姜炎亮,P55194,智能手表,电子产品,6527.75,2024-07-10 06:05:54,5,32638.75,杭州,男,35
U3586,季弘朋,P65521,历史书籍,书籍,638.72,2024-08-13 05:28:01,3,1916.16,成都,女,43
U8651,龚伦风,P28185,芭比娃娃,玩具,136.29,2024-04-15 09:44:22,4,545.16,武汉,男,60
U5966,杭鸣峰,P50624,牛仔裤,服装,32.02,2024-03-17 18:32:46,5,160.1,重庆,男,52
U5702,傅磊友,P55803,智能手机,电子产品,9372.43,2024-10-08 05:44:45,5,46862.15,广州,男,30
U5535,郝明良,P84499,桌游,玩具,297.48,2024-07-08 14:03:46,4,1189.92,武汉,女,24
U4343,左元以,P50966,充电宝,电子产品,4377.72,2024-06-17 17:34:26,3,13133.16,广州,女,25
U7764,强达轮,P13251,台灯,家居,3471.3,2024-07-24 16:14:40,5,17356.5,重庆,女,64
U2210,梅兴厚,P66658,洗发水,美妆,514.99,2024-04-25 03:09:11,4,2059.96,北京,男,63
U9706,季豪国,P80953,蓝牙耳机,电子产品,7008.85,2024-01-05 10:41:53,4,28035.4,武汉,男,56
U9529,鲍新先,P18069,化妆刷套装,美妆,591.01,2024-06-18 08:18:03,2,1182.02,北京,男,59
U7133,祝进毅,P57137,哑铃,运动,296.41,2024-11-07 08:38:49,5,1482.05,武汉,男,51
U6064,鲍庆岩,P84614,笔记本电脑,电子产品,8763.82,2024-10-31 10:52:25,5,43819.1,深圳,女,34
U4357,左克宏,P49822,收纳盒,家居,4620.65,2024-06-09 00:40:47,4,18482.6,广州,男,60
U9859,石健绍,P18510,面霜,美妆,745.19,2024-03-21 17:34:51,5,3725.95,深圳,男,41
U5324,苗维,P88552,遥控车,玩具,281.07,2024-09-23 13:43:35,4,1124.28,重庆,女,28
U5717,童心茂,P14586,夹克,服装,538.81,2024-09-27 02:56:41,1,538.81,杭州,女,28
U3681,任平亮,P41880,餐桌,家居,256.22,2024-10-01 11:52:17,4,1024.88,武汉,男,50
U5520,唐亮,P95463,卫衣,服装,854.03,2024-01-14 10:09:05,1,854.03,苏州,女,25
U5215,米致,P95226,口红,美妆,103.68,2024-07-06 19:06:09,5,518.4,深圳,男,34
U5857,支鹏树,P23556,抱枕,家居,4242.2,2024-09-11 03:35:51,4,16968.8,深圳,男,41
U2440,罗维,P38641,人物传记,书籍,839.52,2024-03-29 10:18:06,4,3358.08,成都,男,28
U9283,施庆诚,P38802,毛绒玩具,玩具,807.61,2024-03-04 18:03:14,2,1615.22,成都,男,49
U8268,昝伟杰,P67187,变形金刚,玩具,893.09,2024-10-14 23:07:21,1,893.09,杭州,女,43
U8487,卫安谦,P80820,蓝牙耳机,电子产品,6823.65,2024-12-28 21:43:44,4,27294.6,上海,女,43
U9619,林生晨,P44316,羽毛球拍,运动,465.81,2024-12-21 22:26:34,1,465.81,南京,女,22
U1979,郝壮绍,P49700,显示器,电子产品,4331.22,2024-08-16 05:58:09,1,4331.22,深圳,女,33
U7822,秦超,P79615,芭比娃娃,玩具,30.01,2024-07-10 18:49:42,1,30.01,广州,女,61
U3555,金启,P50713,牛仔裤,服装,828.47,2024-01-17 21:11:48,3,2485.41,南京,男,29
U9622,郭民,P33959,面霜,美妆,378.54,2024-03-13 05:10:37,2,757.08,武汉,女,55
U1301,洪德世,P36679,瑜伽垫,运动,140.59,2024-03-14 06:32:31,2,281.18,天津,男,44
U3866,鲍新政,P76388,漫画,书籍,280.57,2024-03-23 01:13:22,3,841.71,杭州,女,56
U1341,张风岩,P67648,乐高积木,玩具,24.17,2024-07-08 11:57:08,5,120.85,上海,女,21
U9449,贺鹏信,P53992,科幻小说,书籍,244.88,2024-01-24 04:41:29,4,979.52,杭州,女,58
U8110,杜时强,P11721,收纳盒,家居,783.54,2024-09-29 20:29:35,3,2350.62,北京,女,62
U9972,云泽敬,P39715,羽绒服,服装,288.17,2024-11-04 11:20:15,2,576.34,成都,女,60
U8629,高元克,P54732,跳绳,运动,420.4,2024-10-30 08:56:59,2,840.8,西安,男,43
U3179,毕豪勇,P46147,牛仔裤,服装,474.99,2024-10-17 02:03:25,3,1424.97,西安,男,54
U7120,娄若,P95084,四件套,家居,3945.22,2024-04-01 19:14:50,5,19726.1,杭州,男,41
U2371,路辉,P59001,哑铃,运动,566.21,2024-02-07 06:26:46,1,566.21,北京,女,42
U4190,贝先榕,P90624,科幻小说,书籍,952.95,2024-06-13 17:43:27,2,1905.9,杭州,女,50
U5594,何力,P98884,桌游,玩具,407.81,2024-10-11 10:49:25,4,1631.24,西安,女,62
U8891,昝林友,P13667,变形金刚,玩具,258.16,2024-01-08 21:48:48,1,258.16,苏州,男,62
U1469,俞进松,P94944,显示器,电子产品,8972.6,2024-08-05 11:03:35,1,8972.6,重庆,男,63
U3642,酆树,P92116,平板电脑,电子产品,2425.01,2024-12-09 21:25:57,1,2425.01,上海,女,50
U9120,许成,P23667,毛绒玩具,玩具,148.72,2024-04-23 08:09:00,2,297.44,上海,男,56
U2652,金永昌,P22636,历史书籍,书籍,709.47,2024-06-30 18:45:17,4,2837.88,上海,女,50
U8190,钮顺厚,P38639,台灯,家居,2697.54,2024-03-10 16:14:20,2,5395.08,天津,女,38
U4755,宋鹏群,P78332,桌游,玩具,751.99,2024-02-14 12:58:43,5,3759.95,北京,男,26
U5528,何琛,P36636,变形金刚,玩具,77.72,2024-04-14 05:23:36,5,388.6,成都,男,57
U3883,韩群,P40417,人物传记,书籍,662.22,2024-02-22 12:35:17,4,2648.88,广州,男,59
U2235,宗安盛,P88459,跳绳,运动,636.64,2024-02-20 11:18:56,3,1909.92,深圳,女,62
U7640,纪固新,P46272,收纳盒,家居,3423.57,2024-10-08 12:06:00,2,6847.14,上海,男,58
U2714,祝思富,P48913,洗发水,美妆,153.61,2024-10-24 19:25:31,2,307.22,重庆,男,61
U5650,钱松,P28464,羽绒服,服装,658.92,2024-09-17 00:38:43,2,1317.84,天津,女,33
U9470,黄固兴,P59017,技术教材,书籍,898.88,2024-07-03 19:23:00,5,4494.4,南京,男,59
U7157,臧光林,P78541,连衣裙,服装,370.6,2024-06-22 12:25:17,3,1111.8,重庆,男,33
U8675,曹致言,P78465,卫衣,服装,292.95,2024-12-21 08:04:06,5,1464.75,杭州,男,50
U6758,蓝武博,P34989,平板电脑,电子产品,7322.09,2024-05-27 09:22:48,3,21966.27,西安,女,47
U9524,郎发才,P10151,哑铃,运动,863.06,2024-12-27 11:55:46,4,3452.24,武汉,女,31
U1307,和强宁,P66781,心理学,书籍,831.07,2024-01-25 09:03:42,4,3324.28,广州,女,18
U7762,严磊坚,P25714,T恤,服装,905.21,2024-05-01 17:31:10,5,4526.05,成都,男,46
U1836,凤致,P67122,跑步鞋,运动,762.82,2024-01-01 14:03:30,1,762.82,武汉,女,41
U3285,云信亨,P53953,四件套,家居,4713.61,2024-05-26 22:08:43,3,14140.83,杭州,女,42
U4593,龚宏,P39995,羽毛球拍,运动,729.31,2024-05-13 00:55:01,5,3646.55,成都,女,22
U8368,魏腾广,P52964,历史书籍,书籍,860.74,2024-10-15 18:41:38,1,860.74,重庆,女,34
U9738,元国文,P62420,收纳盒,家居,936.56,2024-12-17 10:12:30,4,3746.24,苏州,女,51
U3024,金固,P61288,台灯,家居,2893.45,2024-03-23 04:18:41,4,11573.8,上海,女,47
U7733,石文,P62833,化妆刷套装,美妆,412.0,2024-11-12 06:03:37,1,412.0,北京,男,50
U5709,席翰克,P60874,心理学,书籍,983.9,2024-01-07 16:32:01,3,2951.7,上海,男,41
U6952,万亨,P57008,芭比娃娃,玩具,900.01,2024-07-15 05:56:58,1,900.01,成都,女,48
U5281,庞启,P17913,人物传记,书籍,289.77,2024-09-27 22:18:43,2,579.54,西安,男,44
U1822,禹兴时,P35389,跑步鞋,运动,490.64,2024-02-16 06:05:31,4,1962.56,苏州,女,61
U9499,高国奇,P39760,跳绳,运动,79.01,2024-06-18 01:32:55,1,79.01,西安,男,46
U7206,沈德伟,P62426,技术教材,书籍,930.06,2024-08-06 05:51:56,3,2790.18,杭州,女,39
U2953,卫进炎,P47387,化妆刷套装,美妆,42.33,2024-01-18 01:17:47,1,42.33,上海,女,29
U1270,钮子,P28995,防晒霜,美妆,219.74,2024-10-18 10:05:05,5,1098.7,杭州,女,31
U6659,麻民树,P63965,台灯,家居,601.21,2024-03-11 05:35:38,5,3006.05,武汉,男,54
U6384,石生彬,P20510,遥控车,玩具,42.42,2024-02-12 21:41:33,4,169.68,天津,女,64
U2474,蒋武,P17182,夹克,服装,341.27,2024-08-15 10:03:47,5,1706.35,苏州,女,61
U4969,钱梁武,P88916,收纳盒,家居,4713.89,2024-04-24 07:01:14,5,23569.45,重庆,男,33
U4539,季士,P47995,连衣裙,服装,344.63,2024-07-03 10:25:34,4,1378.52,上海,女,38
U5935,祁亮,P13277,遥控车,玩具,76.77,2024-03-07 16:35:10,4,307.08,北京,男,51
U4195,邵毅平,P38488,心理学,书籍,450.57,2024-09-05 02:51:22,2,901.14,深圳,男,24
U2986,宗江,P42208,山地车,运动,300.82,2024-08-05 15:50:52,5,1504.1,武汉,女,32
U1314,卞伦元,P85493,显示器,电子产品,5852.15,2024-04-11 20:48:15,5,29260.75,苏州,女,63
U9934,经峰发,P54897,科幻小说,书籍,90.0,2024-02-14 01:26:42,2,180.0,武汉,男,18
U3464,娄翰先,P55280,羽绒服,服装,206.09,2024-11-15 00:01:38,1,206.09,苏州,女,24
U1943,江文力,P93078,技术教材,书籍,841.4,2024-09-04 23:17:39,2,1682.8,杭州,女,48
U6813,钱强,P11714,跳绳,运动,305.32,2024-12-11 10:43:31,1,305.32,成都,男,63
U8998,丁豪,P59998,科幻小说,书籍,977.34,2024-04-06 13:05:18,3,2932.02,苏州,男,43
U4044,林才,P57759,篮球,运动,314.88,2024-01-08 13:23:33,5,1574.4,天津,女,23
U7120,纪坚,P97279,心理学,书籍,727.64,2024-01-07 02:38:05,2,1455.28,成都,女,48
U3504,花言若,P20492,防晒霜,美妆,747.81,2024-05-03 02:03:49,5,3739.05,广州,女,46
U4158,邹和朋,P18260,技术教材,书籍,380.23,2024-02-13 19:28:18,5,1901.15,杭州,男,40
U8697,冯榕全,P39855,技术教材,书籍,203.27,2024-08-23 07:38:29,5,1016.35,西安,女,36
U7519,郭强保,P53833,乐高积木,玩具,464.11,2024-03-10 09:44:58,1,464.11,天津,男,18
U4178,皮子峰,P46039,毛绒玩具,玩具,782.55,2024-01-01 07:05:29,5,3912.75,重庆,男,32
U7621,葛豪之,P26730,漫画,书籍,711.25,2024-03-28 17:40:50,2,1422.5,上海,女,35
U7831,周胜,P15066,粉底液,美妆,537.39,2024-06-14 02:01:20,3,1612.17,天津,女,28
U8172,雷山克,P15870,防晒霜,美妆,374.03,2024-05-11 03:16:10,4,1496.12,天津,男,39
U9742,梁固,P13599,智能手机,电子产品,9585.34,2024-02-14 12:52:29,5,47926.7,广州,女,59
U5865,伏谦,P14604,笔记本电脑,电子产品,7669.44,2024-12-08 10:50:30,2,15338.88,苏州,男,63
U5151,诸龙,P25114,羽绒服,服装,271.44,2024-02-11 01:51:35,4,1085.76,杭州,女,50
U4042,潘顺冠,P89887,跳绳,运动,581.57,2024-01-03 01:35:47,2,1163.14,杭州,女,29
U4580,刁星清,P70467,粉底液,美妆,294.18,2024-02-14 05:55:26,5,1470.9,深圳,女,38
U5470,郝雄博,P13883,桌游,玩具,491.47,2024-06-07 07:27:16,4,1965.88,北京,男,59
U9347,孟浩伯,P58513,拼图,玩具,366.43,2024-02-22 07:17:40,3,1099.29,南京,女,63
U3266,樊昌,P71501,餐桌,家居,4092.28,2024-07-18 23:17:51,4,16369.12,南京,男,49
U5910,余策友,P24847,跳绳,运动,523.69,2024-02-02 21:11:37,1,523.69,重庆,男,38
U8591,华磊若,P40238,T恤,服装,121.35,2024-08-22 10:15:37,4,485.4,深圳,男,26
U8304,成航,P13926,时尚杂志,书籍,427.22,2024-02-06 05:32:14,5,2136.1,苏州,女,40
U7406,穆之平,P28531,卫衣,服装,382.0,2024-05-11 13:37:00,1,382.0,深圳,男,60
U3096,康磊,P75789,时尚杂志,书籍,516.8,2024-12-07 04:07:57,2,1033.6,深圳,男,21
U6158,鲍亨,P10760,防晒霜,美妆,937.28,2024-08-22 20:49:13,2,1874.56,杭州,女,27
U7259,田冠贵,P61343,化妆刷套装,美妆,311.72,2024-12-24 20:55:16,4,1246.88,武汉,男,18
U7044,尤克之,P89411,化妆刷套装,美妆,88.87,2024-10-10 17:00:11,2,177.74,武汉,女,48
U7971,卫茂清,P31495,拼图,玩具,823.89,2024-06-28 08:52:01,3,2471.67,南京,男,63
U9324,茅心策,P63579,哑铃,运动,875.36,2024-07-24 10:13:26,3,2626.08,天津,女,25
U4492,缪政,P29257,遥控车,玩具,636.75,2024-12-11 21:59:01,3,1910.25,西安,女,36
U1439,祝盛弘,P63346,卫衣,服装,416.39,2024-08-19 14:43:45,2,832.78,天津,男,43
U6003,明子栋,P34539,羽毛球拍,运动,430.21,2024-09-04 05:32:52,3,1290.63,北京,女,53
U7281,危亨,P60683,防晒霜,美妆,822.25,2024-10-17 23:20:40,2,1644.5,苏州,男,57
U3674,龚胜,P29957,跑步鞋,运动,847.84,2024-05-21 18:58:26,1,847.84,北京,女,64
U2524,石昌,P40581,办公椅,家居,1447.48,2024-10-02 06:30:13,1,1447.48,苏州,女,24
U8305,常若,P84876,历史书籍,书籍,108.69,2024-05-14 18:42:35,3,326.07,南京,男,49
U4328,毕敬文,P52064,香水,美妆,373.84,2024-09-27 16:50:15,3,1121.52,上海,女,49
U8786,马顺富,P96953,山地车,运动,518.36,2024-07-28 20:13:35,3,1555.08,深圳,男,39
